round,cid,accuracy,precision_macro,precision_micro,precision_weighted,recall_macro,recall_micro,recall_weighted,f1_macro,f1_micro,f1_weighted
1,0,0.5762889446047765,0.5479382894447946,0.5762889446047765,0.6411978740708264,0.42638583784661716,0.5762889446047765,0.5762889446047766,0.42161802329381026,0.5762889446047765,0.5746824310438947
1,1,0.4917602756458929,0.467060597825936,0.4917602756458929,0.6188262698041549,0.3881915836319806,0.4917602756458929,0.4917602756458929,0.34067357512494856,0.4917602756458929,0.4958615174939236
1,2,0.3877111806583992,0.48655221072878607,0.3877111806583992,0.6002082493053718,0.48060489288295,0.3877111806583992,0.38771118065839927,0.4161272252852867,0.3877111806583992,0.375747342613992
1,3,0.44532843159074104,0.41486245341507383,0.44532843159074104,0.5872524713318916,0.4399853840861686,0.44532843159074104,0.44532843159074104,0.3500479017335523,0.44532843159074104,0.4099760261452674
1,4,0.3159388191603966,0.29130812235552284,0.3159388191603966,0.39426650801915186,0.29377302962452645,0.3159388191603966,0.31593881916039657,0.18926983799934477,0.3159388191603966,0.3006892569363012
1,5,0.3923037301199302,0.510558294350932,0.3923037301199302,0.6180387671707237,0.465467862241806,0.3923037301199302,0.39230373011993014,0.39075333282626556,0.3923037301199302,0.37950759130191286
1,6,0.35636137608475077,0.3992687478470718,0.35636137608475077,0.5472561320893148,0.3970848254371395,0.35636137608475077,0.3563613760847508,0.28856195901342707,0.35636137608475077,0.3568467444908542
1,7,0.4349801878817542,0.5026374449214741,0.4349801878817542,0.6432944568129666,0.5053484935850563,0.4349801878817542,0.4349801878817542,0.4239774475304595,0.4349801878817542,0.43518029251679735
1,8,0.5279991540089374,0.4902032357194853,0.5279991540089374,0.6376670236064903,0.4472715224607722,0.5279991540089374,0.5279991540089374,0.37555948217804935,0.5279991540089374,0.5231622724405582
1,9,0.5643487062906554,0.49577572581754725,0.5643487062906554,0.6474684739020153,0.37648246753995507,0.5643487062906554,0.5643487062906554,0.3397499883375399,0.5643487062906554,0.5541905611376012
1,10,0.5363563822842558,0.49317597893569376,0.5363563822842558,0.6070603478938601,0.39005479912076324,0.5363563822842558,0.5363563822842558,0.37291441477756937,0.5363563822842558,0.5360533332494293
1,11,0.4937132846708817,0.4675312661277271,0.4937132846708817,0.6138900504415313,0.4654229770962902,0.4937132846708817,0.4937132846708817,0.39441191247157004,0.4937132846708817,0.49618309436443203
1,12,0.3670736078201392,0.5869119491533505,0.3670736078201392,0.6645435267355033,0.3520458060663011,0.3670736078201392,0.3670736078201392,0.3520114149741959,0.3670736078201392,0.38008285515139983
1,13,0.4249096046840994,0.4742264763954158,0.4249096046840994,0.5958753550823439,0.433199085575513,0.4249096046840994,0.42490960468409933,0.3727220149378524,0.4249096046840994,0.4384485692453017
1,14,0.24763665650281755,0.28843794420358515,0.24763665650281755,0.30213872458768165,0.25193688226179833,0.24763665650281755,0.24763665650281752,0.17489183774625927,0.24763665650281755,0.19239288421763795
